region,organisation,id_text,unique_resource_id,title,language,abstract,topic_category,keywords,temporal_extent_start,temporal_extent_end,dataset_reference_date,lineage,w_long,s_lat,e_long,n_lat,spatial_reference_system,responsible_organisation_name,contact_mail_address,responsible_party_role,frequency_update,limitations_access,use_constraints,data_format,accuracy,metadata_date,metadata_point_contact,resource_type,original_title,id,status
FK,SAERI,296,FK-SAERI-296,Turkey vulture pellet content winter 2015,eng,"This dataset is an excel file which shows the results of the analyses  of the content of pellets of turkey vultures over winter 2015 from a Stanley roost. The excel file comprises of results on pellet content volume, inorganic material found and details on diet of the birds. For a full and comprehensive understanding of the study and its results refer to Aug? AA  (2016). Anthropogenic debris in the diet of turkey vultures (Cathartes aura) in a remote and low populated South Atlantic island. Polar Biology.",biota,"Falkland Islands, turkey vulture, plastic, pollution, bird, Cathartes aura",2015-01-01,2015-12-31,2015,"Pellets were collected and analysed every 3 to 5 days over a period of 28 days (24 July to 21 August 2015). During each visit, only fresh pellets were collected randomly within an area of 4 sqm.  The pellets were left to defrost at ambient temperature for one day, followed by 24 h in a warm (23 C), dry room for drying before analysis. Each pellet was analysed separately and dissected with tweezers. The excel file comprises of three worksheets. The first is about the pellet content volume which was inspected with the naked eye to separate classify and quantify the different elements. The second worksheet provides information on the types of inorganic materials found in the pellets. The last worksheet describes the variety of remains found in the pellets. More specific information can be found in the published article: Aug? AA (published online 2016) Anthropogenic debris in the diet of turkey vultures (Cathartes aura) in a remote and low populated South Atlantic island. Polar Biology. Doi:10.1007/s00300-016-2004-0.",-57.861,-51.6921,-57.8603,-51.692,WGS84,"1) Amelie Auge'

2) SAERI 
PO609
Stanley Cottage
Stanley 
FIQQ 1ZZ, Falkland Islands","1) amelie.auge@gmail.com

2) datamanager@saeri.org","1) owner, originator, author, point of contact
2) custodian, resource provider, distributor",not planned,Open Access,"Cite as Aug? AA  (2016). Anthropogenic debris in the diet of turkey vultures (Cathartes aura) in a remote and low populated South Atlantic island. Polar Biology. Doi:10.1007/s00300-016-2004-0 
If data used in publication involving re-analyses, the data owner should be offered co-authorship",excel,unknown,2016-11-09,aauge@env.institute.ac.fk,Dataset,Vulture-pellets_DATA_Amelie-Auge_2015.xlsx,296,1
FK,SAERI,297,FK-SAERI-297,"Mapping and identifying soil samples in New Island, Falkland Islands",eng,"The dataset (point shape file) show distribution of soil types in New Island. The soil types were derived from the analysis of soil  physical characteristics (texture, colour, mottling, stoniness, structure) of more than 150 soil samples cored. The series of images taken for each sample are also available with the dataset.",geoscientific information,"Falkland Islands, New Island, soil",2015-01-01,2015-12-31,2015,"The work consisted in coring 80% of the island (the southernmost area and Sabina point were not visited) for a total of 160 cores and describing the soil characteristics of each core. Dutch and gouge augers were used to extract cores from the ground. As much as consistently as possible, the cores were taken along transect perpendicular to slope and longitudinal to the valleys in order to have a good representation of changes in soil type if they were occurring.
After being described on the field according to their structural and textural characteristics, the soil cores where associated to soil types in order to ground truth the interpreted soil map (which is from superficial geology map). The soils were grouped also in larger classes: e.g. leptosols, histosols, podzols, stagnosols and so on.",-61.3249,-51.7506,-61.215,-51.6775,WGS84,"1) SAERI 
PO609
Stanley Cottage
Stanley 
FIQQ 1ZZ, Falkland Islands

2) iLaria Marengo","1) datamanager@saeri.org

2) marengoila@gmail.com","1) owner, custodian, resource provider, distributor
2) originator, point of contact,",not planned,Open Access,Acknowledge SAERI (South Atlantic Environmental Research Institute) and New Island Conservation Trust.,shape,"Accuracy of the location of soil samples: 6 metres (GPS)
Accuracy of the soil identification: medium-low",2016-11-10,imarengo@env.institute.ac.fk,Dataset,all_ni_samples,297,1
FK,PREMIER,298,FK-PREMIER-298,Terrestrial habitat classification of  coastal areas in Berkely Sound Falkland Islands May 2016,eng,"Terrestrial coastal area of Berkeley Sound, Falkand Islands, have been classified using Earth observation and field observations techniques. Satellite imagery were dated 2011-2012, whereas the field observation was carried out in february 2016.",biota,"Falkland Islands, Berkeley Sound, terrestrial, landcover, habitat, habitat classification",2011-01-01,2012-12-31,2016,"The terrestrial classification required the use of groundtruth surveys, together with WorldView-2 imagery and a DTM. Object-based image analyses was used to create and populate spectrally similar segments into meaningful classes. A map with habitat classes obtained from object-based analysis was used on the field as reference for ground truthing. In each polygon a plant identification took place and the plants were listed according to their abundance. The combination of plants and their abundance was used to explain the various classes of habitat which helped refining the object-based classification of satellite imagery.",418984,4277372,451452,4297467.976,UTM 21S WGS84,"1)Premier Oil plc
23 Lower Belgrave Street
London
SW1W 0NR
England

2) Environment Systems
11 Cefn Llan Science Park
Aberystwth
Ceredigion
SY23 3AH

3) SAERI 
PO609
Stanley Cottage
Stanley 
FIQQ 1ZZ, Falkland Islands","1)katie.medcalf@envsys.co.uk
2) datamanager@saeri.org
3)Mike Mason mmason@PREMIER-OIL.com","1) originator, point of contact
2) custodian, resource provider, user
3) owner, user",not planned,"Restricted, send data request to data custodian","As data are part of an EIS report, if reused for research purposes, please consider not to make them publicly available before the end of the public consultation period which runs from MONTH to MONTH. Additionally, if data are reused cite the EIS report as Premier Oil Exploration and Production Limited. Falkland Islands Business Unit. Sea Lion Field Development - Phase 1  Environmental Impact Statement",shape,low to medium confidence for the classification,2016-11-11,imarengo@env.institute.ac.fk,Dataset,flk_coastalriskmapping_terrestrial,298,1
FK,PREMIER,299,FK-PREMIER-299,"Intertidal and marine classification of Berkely Sound Falkland Islands, May 2016",eng,"Intertidal and marine area of Berkeley Sound, Falkand Islands, classified using Earth observation and intertidal/marine field observations",biota,"Falkland Islands, Berkeley Sound, marine, intertidal, habitat, habitat classification",2011-01-01,2012-12-31,2016,"The intertidal and marine classification required the use of intertidal and marine surveys, together with WorldView-2 imagery and a derived bathymetric dataset. The area was split into meaningful objects of spectral significance, and where possible, identified spectrally. Objects of the same spectral characteristics that could not be classified through image analysis, where mapped according to the habitat classification provided by intertidal fieldwork and dives at twenty eight locations scattered in Berkeley sound (see FK-PREMIER-262).",419184,4277372,451452,4297467.97,UTM 21S WGS84,"1)Premier Oil plc
23 Lower Belgrave Street
London
SW1W 0NR
England

2) Environment Systems
11 Cefn Llan Science Park
Aberystwth
Ceredigion
SY23 3AH

3) SAERI 
PO609
Stanley Cottage
Stanley 
FIQQ 1ZZ, Falkland Islands","3)katie.medcalf@envsys.co.uk
2) datamanager@saeri.org
1)Mike Mason mmason@PREMIER-OIL.com","1) originator, point of contact
2) custodian, resource provider, user
3) owner, user",not planned,"Restricted, send data request to data custodian","As data are part of an EIS report, if reused for research purposes, please consider not to make them publicly available before the end of the public consultation period which runs from MONTH to MONTH. Additionally, if data are reused cite the EIS report as Premier Oil Exploration and Production Limited. Falkland Islands Business Unit. Sea Lion Field Development - Phase 1  Environmental Impact Statement",shape,low to medium confidence for the classification,2016-11-11,imarengo@env.institute.ac.fk,Dataset,flk_coastalriskmapping_marine_edit160524_reclass,299,1
FK,ENVSYS,300,FK-ENVSYS-300,"WorldDEM DSM elevation for Berkely Sound, Falkland Islands",eng,"Commercially available WorldDEM DSM elevation dataset of Berkeley Sound, Falkand Islands",elevation,"Falkland Islands, Berkeley Sound, DSM, elevation, digital surface model",2016-01-01,2016-12-31,2016,"Radar-derived, commercially available DSM of Berkeley Sound, Falkand Islands",412455.45,4274706.15,452500.95,4304963.85,UTM 21S WGS84,"1) Environment Systems
11 Cefn Llan Science Park
Aberystwth
Ceredigion
SY23 3AH

2) SAERI 
PO609
Stanley Cottage
Stanley 
FIQQ 1ZZ, Falkland Islands","1)katie.medcalf@envsys.co.uk
2) datamanager@saeri.org","1) resource provider; owner;
2) custodian; owner; point of contact",not planned,"Restricted, licence apply","Copyright DLR e.V. 2016 and Copyright Airbus DS/Airbus DS Geo GmbH 2016 (year of production).""",tiff,less than 5 metres,2016-11-11,samuel.pike@envsys.co.uk,Dataset,FLK_DSM_WorldDEM.tif,300,1
FK,UDALHOUSIE,307,FK-UDALHOUSIE-307,"Tradition, Change and Sustainability: Livestock Farming in the Falkland Islands",eng,"The environmental impact of livestock production must be reduced in the face of increasing global population and affluence and thus appetite for animal protein. Climate change presents additional uncertainties that call for adaptive decision-making by livestock farmers. Islands are generally useful study areas for their lack of boundary issues, but in particular for studies of sustainability, because of the need for self-sufficiency. Qualitative interviews with Falkland livestock farmers, stratifying to capture the extant variety of grazing practices, were taken during a visit in the Falklands from mid November to early December 2016. Interviews explored producer perceptions of their sector, landscape and climate, how these have changed, and how that drives management decision-making. A report coming from the analyses of the data will be available on request to the owner",farming,"Falkland Islands, landscape, land cover, grazing regime, conservation, stock rotation, rural issues, agriculture, livestock, farming",2016-01-01,2016-12-31,2016,"A series of interviews with farmers and industry experts were taken from November to December 2016 and comprised of audio recorded for transcription and qualitative analysis. Questions covered the history of the farmer with farming generally, their current property, how they manage it, interactions between farming and wildlife, and trends in markets and global change and how they adapt. The outcomes from the analyses will be published on a report.",186152.19,4132654.5,453856.69,4342431,UTM 21S WGS84,"1) Dr Kate Sherren

2) School for Resource and Environmental Studies
Dalhousie University
6100 University Ave
Halifax
NS B3H 4R2
Canada",1) kate.sherren@dal.ca,"1) owner, user, originator, point of contact, processor, author
2) owner?",as needed,"Restricted, data socially sensitive","If information from the report is used please cite the report title, author and year.",pdf,NA,2016-11-22,kate.sherren@dal.ca,Report,NA,307,1
FK,SAERI,308,FK-SAERI-308,Southern sea lion genetic data,eng,Genetic data for southern sea lions: 22 microsatellites loci y mitochondrial control region.,biota,"Falkland Islands, southern sea lion, population genetics, Otaria flavescens",2014-01-01,2014-12-31,2014,Genetic data for southern sea lions pups collected from breeding colonies around the Falklands: 22 microsatellites loci y mitochondrial control region. Refer to open access manuscript for further details.,186152.19,4132654.5,453856.69,4342431,UTM 21S WGS84,"1) Joseph Hoffman 
2) Alastair Baylis
3) SAERI 
PO609
Stanley Cottage
Stanley 
FIQQ 1ZZ, Falkland Islands","1) j_i_hoffman@hotmail.com
2) al_baylis@yahoo.com.au
3) datamanager@saeri.org","1) originator, author, point of contact, resource provider
2) originator, author, point of contact, resource provider
3) custodian, distributor",not planned,Open Access,"Cite the following publication:Hoffman JI, Kowalski GJ, Klimova A, Eberhart-Phillips LJ, Staniland IJ, Baylis AMM (2016) Population structure and historical demography of South American sea lions provide insights into the catastrophic decline of a marine mammal population. Royal Society Open Science 3(7): 160291. http://dx.doi.org/10.1098/rsos.160291",csv,Accuracy is stated in the manuscript,2016-11-22,al_baylis@yahoo.com.au,Dataseries,unknown,308,1
FK,FIGAS,324,FK-FIGAS-324,Stanley airport weather statistics from Falkland Islands Government Air Service (FIGAS),eng,"The data comprises of a series of excel files with weather data collected by Stanley airport officers every hour and when the airport is in operation. Weather data are about cloud cover, visibility, rain, pressure and wind.",climatology-meteorology-atmosphere,"Falkland Islands, Stanley, weather, wind, cloud cover, visibility, pressure, FIGAS, meteorology",2007-01-01,2016-12-31,2016,"Stanley airport officers provide a weather report on wind speed and direction, visibility, rain, pressure and cloud cover (with codes to describe the cloud coverage and the time at which the observation took place) every day a plane is scheduled to fly from Stanley to the settlements in camp. The excel files need to be cleaned and restructured before data can be imported into GIS and analysed. A file explaining the codes used in the table will be provided along with the data.",427288.62,4255968.18,460025.3,4285301.54,UTM 21S WGS84,"1)Falkland Islands Government Air Service FIGAS

2) SAERI
PO609 Stanley Cottage North
Ross Road
Stanley - Falkland Islands","1)aerodromemanager@figas.gov.fk

2) datamanager@saeri.org","1) owner
 2) user, custodian",daily,"Restricted, send data request to data custodian",If data are re-used acknowledge Falkland Islands Government Air Service (FIGAS),excel,high accuracy for stanley airport and areas within 15 km radius,2016-11-30,imarengo@env.institute.ac.fk,Dataseries,Stanley_weather,324,1
FK,UCSD,331,FK-UCSD-331,Long term seismographic data from Mt Kent station in the Falkland Islands,eng,"Data recorded by the Global Seismographic Network seismic  station  on Mt. Kent are distributed to the international research community without cost and without restriction by the Incorporated Research Institutions for Seismology (IRIS) Data Management System (http://ds.iris.edu/ds/).  IRIS provides many user friendly mechanisms to request and manipulate the data, which are in the internationally recognized format SEED ( http://ds.iris.edu/ds/nodes/dmc/data/formats/seed/ ).",geoscientific information,"Falkland Islands, earthquake, seismology, seismic station, Mount Kent",1996-01-01,2016-12-31,2016,"Data are recorded from seismometers, which are sensitive to motion, and telemetered in real time to operations center in San Diego. Here are checked for quality and then sent the the IRIS Data Management center in Seattle where data are distributed to users worldwide.  At last count, there were over 300 universities, research centers and hazard warning agencies making use of the data",-59.075,-51.768,-59.175,-51.798,WGS84,"1) Project IDA
University of California, San Diego (UCSD)
9500 Gilman Drive
La Jolla, CA 92093
USA

2) Incorporated Research Institutions for Seismology (IRIS)",1) Peter Davis: pdavis@ucsd.edu,"1) owner, point of contact, originator, processor

2) resource provider, custodian",continual,Open Access,"Open, cite source of the data: doi - http://dx.doi.org/doi:10.7914/SN/II",seed,nano metre,2016-12-17,pdavis@ucsd.edu,Dataseries,unknown,331,1
FK,PREMIER,343,FK-PREMIER-343,Berkeley Sound coastal bird survey from boat (March 2016),eng,Boat-based coastal bird survey within Berkeley Sound. The coastline was surveyed in 300 m sections.,biota,"Falkland Islands, Berkeley sound, bird, coastal bird, population number, environmental baseline survey, EIA, coast",2016-01-01,2016-12-31,2016,"Data was originated as part of the environmenal baseline survey commissioned by Premier Oil Ltd. The data were collected during a coastal strip transect survey by boat. The shape file contains the positions of the sightings, derived by handheld GPS, the number of birds counted, and if there were no birds. All the birds are coded and a excel file with codes is provided along with the GIS data layer.",-58.1457,-51.6418,-57.7217,-51.5083,WGS84,"1)Premier Oil plc
23 Lower Belgrave Street
London
SW1W 0NR
England

2) SAERI 
PO609
Stanley Cottage
Stanley 
FIQQ 1ZZ, Falkland Islands","1)Mike Mason mmason@PREMIER-OIL.com
2) datamanager@saeri.org","1) owner, user
2) originator, processor, custodian, resource provider, user, point of contact",not planned,"Restricted, send data request to data custodian","As data are part of an EIS report, if reused for research purposes, please consider not to make them publicly available before the end of the public consultation period which runs from MONTH to MONTH. Additionally, if data are reused cite the EIS report as Premier Oil Exploration and Production Limited. Falkland Islands Business Unit. Sea Lion Field Development - Phase 1  Environmental Impact Statement",shape,"GPS locations: 6 metres 
Sightings and bird identification: high",2016-12-06,ablack@env.institute.ac.fk,Dataset,BerkeleySound_bird_surveyMar2016_Boat,343,1
FK,PREMIER,344,FK-PREMIER-344,Berkeley Sound coastal bird survey from land (February 2016),eng,Land-based coastal bird survey from Long Island beach to Strike Off Point. The coastline was surveyed in 100 m sections.,biota,"Falkland Islands, Berkeley sound, bird, coastal bird, population number, environmental baseline survey, EIA, coast",2016-01-01,2016-12-31,2016,"Data was originated as part of the environmenal baseline survey commissioned by Premier Oil Ltd. The data were collected during a coastal strip transect survey on foot. The shape file contains the positions of the sightings, derived by handheld GPS, the number of birds counted, and if there were no birds. All the birds are coded and a excel file with codes is provided along with the GIS data layer.",-58.0633,-51.5947,-57.9731,-51.5869,WGS84,"1)Premier Oil plc
23 Lower Belgrave Street
London
SW1W 0NR
England

2) SAERI 
PO609
Stanley Cottage
Stanley 
FIQQ 1ZZ, Falkland Islands","1) Mike Mason mmason@PREMIER-OIL.com
2) datamanager@saeri.org
3) ablack@env.institute.ac.fk","1) owner, user
2) custodian, resource provider, user
3) originator, processor, point of contact",not planned,"Restricted, send data request to data custodian","As data are part of an EIS report, if reused for research purposes, please consider not to make them publicly available before the end of the public consultation period which runs from MONTH to MONTH. Additionally, if data are reused cite the EIS report as Premier Oil Exploration and Production Limited. Falkland Islands Business Unit. Sea Lion Field Development - Phase 1  Environmental Impact Statement",shape,"GPS locations: 6 metres 
Sightings and bird identification: high",2016-12-06,ablack@env.institute.ac.fk,Dataset,BerkeleySound_bird_surveyFeb2016_Land,344,1
FK,DESNAT,345,FK-DESNAT-345,Black-browed albatross breeding colonies from 2005 and 2010 aerial surveys,eng,"The file was created from the figure provided in the reports by Ian and Georgina Strange ""Black-browed albatross Thalassarche melanophris, aerial photographic survey methodology: advantages over ground surveying in the falkland islands. Results and comparisons with surveys in 2005 and 2010.' and by Anton Wolfaardt, ""An assessment of the population trends and conservation status of Black-browed Albatrosses in the Falkland Islands. July 2012"".",biota,"Falkland Islands, black-browed albatross, Thalassarche melanophris, aerial survey, population number, identification",2010-01-01,2010-12-31,2010,The file contains the count of pairs  of adult albatrosses on nest obtained from 2005 and 2010 aerial surveys. Notice that the point indicating the location of the colony of New Island refer to the colony close to the settlement however the count number of pairs refers to all the colony sites. Grave Cove in Dunbar is referred as Penguin Point in the report.,202216.64,4135719.06,352759.44,4338092.32,UTM 21S WGS84,"1) Ian J. Strange and Georgina Strange
New Island House
Fitzroy Road East
Stanley
Falkland Islands

2) SAERI 
PO609
Stanley Cottage
Stanley 
FIQQ 1ZZ, Falkland Islands","1) www.designinnature.com
furseal@horizon.co.fk

2) datamanager@saeri.org","1) owner, originator, processor, point of contact, author, custodian (raw data, photography)

2) custodian",not planned,Open Access,"Copyright of the paper and photographic material is with authors and Design in Nature. If data are resused please cite the reports as: ""Ian and Georgina Strange, Black-browed albatross Thalassarche melanophris, aerial photographic survey methodology: advantages over ground surveying in the falkland islands. Results and comparisons with surveys in 2005 and 2010. July, 2011"" and Anton Wolfaardt, ""An assessment of the population trends and conservation status of Black-browed Albatrosses in the Falkland Islands. July 2012"".",shape,The accuracy in the count of adults is high with 0.2 percent error when checked against other method,2016-12-06,imarengo@env.institute.ac.fk,Dataseries,Black-browed_albatross_breeding_colonies_aerial_2005_2010,345,1
FK,ISPA,346,FK-ISPA-346,Tracking data on black-browed albatrosses using geolocators GPS and geolocators (GLS) at Beauchene island,eng,The dataset comprises of the tracks of black-browed albatrosses derived from 31 GPS and 18 GLS devices deployed (and retrieved in the case of GLS) on adults in december 2015 at Beauchene island.,biota,"Falkland Islands, Beauchene Island, black-browed albatross, Thalassarche melanophris, tracking data, GLS",2015-01-01,2016-12-31,2016,"GPS loggers were deployed in December 2015 on adult black-browed albatrosses nesting at Beauchene. At the same time 22 geolocators (GLS) were also deployed and retrieve in december 2016. Out of 22 GLS, 18 have been retrieved and will be processed to extract information for deriving tracks of albatrosses. Tracks from GPS and GLS are available by sending a data request to the data owners.",-59.208,-52.9006,-59.1852,-52.901,WGS84,"1)MARE "" Marine and Environmental Sciences Centre, ISPA"" Instituto Universitario 
Rua Jardim do Tabaco 44
Lisboa 1149-041
Portugal 


2)CESAM and Departmento de Biologia Animal
Faculdade de Ciencias da Universidade de Lisboa

3)SAERI 
PO609 
Stanley Cottage 
Ross road 
Stanley 
FIQQ 1ZZ
Falkland Islands","1)paulo.catry@gmail.com

2)jpgranadeiro@fc.ul.pt 

3)datamanager@saeri.org","1) 2) owner, originator, point of contact


3) owner, custodian, resource provider",not planned,Restricted until publication,Copyrights and Intellectual property right apply. These will be defined with the owner of the data if data are reused.,csv,unknown,2018-05-17,paulo.catry@gmail.com,Dataset,unknown,346,1
FK,ISPA,347,FK-ISPA-347,"Census of southern giant petrel based on photographs in New island, 2016",eng,The dataset is about the count of incubating southern giant petrels and chicks born at two locations in New Island. Census was carried out using photographs of the nesting sites in early January (incubation) and late February (hatching).,biota,"Falkland Islands, New Island, southern giant petrel, Macronectes giganteus, population number, breeding pair",2015-01-01,2015-12-31,2015,"The dataset records the number of incubating birds and chicks using land photography and remote observation (binoculars) as means of observation. An estimate of the breeding success is also given. In early January 2016 incubating birds were counted in Ship's Harbour Island via photo-based census. A bird sat on the nesting area was considered incubating. When two birds were sitting immediately next to each other they were considered a pair and only one was counted. In the North End they were counted from approximately 200 m of distance, for avoiding disturbance, using 10x42 binoculars. It is hard to rule out the possibility of overestimation of incubating birds in the Ship's Harbour Island.  At the end of February 2016 other pictures from the colony in Ship's Harbour Island were taken and the colony in the North End was visited. Chicks were counted.to estimate the breeding success of both colonies.",-61.3328,-51.7908,-61.2102,-51.6479,WGS84,"MARE "" Marine and Environmental Sciences Centre, ISPA"" Instituto Universitario 
Rua Jardim do Tabaco 44
Lisboa 1149-041
Portugal",paulo.catry@gmail.com,"owner,originator,distributor,resource provider, custodian",one off,"Restricted, send data request to data owner",Copyrights and Intellectual property right apply. These will be defined with the owner of the data if data are reused.,csv,unknown,2017-01-06,paulo.catry@gmail.com,Dataset,unknown,347,1
FK,ISPA,348,FK-ISPA-348,"Census of dolphin gulls breeding colony at the settlement in New island, 2016",eng,The dataset is about the count of breeding pairs and fledged chicks of dolphin gulls nesting at the colony located at the settlement in New Island.,biota,"Falkland Islands, New Island, dolphin gull, Larus scoresbi, population number, breeding pair",2015-01-01,2015-12-31,2015,The count of dolphin gulls was made by counting the breeding pair and then by taking photos of the colony and then marking with red dots fledglings and counting them afterwards.,-61.298,-51.7258,-61.297,-51.7256,WGS84,"MARE "" Marine and Environmental Sciences Centre, ISPA"" Instituto Universitario 
Rua Jardim do Tabaco 44
Lisboa 1149-041
Portugal",paulo.catry@gmail.com,"owner,originator,distributor,resource provider, custodian",one off,"Restricted, send data request to data owner",Copyrights and Intellectual property right apply. These will be defined with the owner of the data if data are reused.,csv,unknown,2017-01-06,paulo.catry@gmail.com,Dataset,unknown,348,1
FK,AAD,349,FK-AAD-349,"Dietary DNA metabarcoding in black-browed albatrosses derived from scats collected at New Island, Steeple Jason Island and Beauchene Island",eng,"Adult and chick scats were collected, on New Island and Steeple Jason Island during the 2013/14 and 2014/15 breeding seasons and at New Island, Steeple Jason Island and Beauchene Island during the 2015/16 season. The dataset contains results  obtained from DNA metabarcoding of prey DNA in the scat samples, in a pioneer study led by the Australian Antarctic Division (Julie McInnes). Published data will be available through the Australian Antarctic Data Centre (AADC).",biota,"Falkland Islands, New Island, Steeple Jason, Beauchene Island, black-browed albatross, Thalassarche melanophris, DNA, DNA metabarcoding, diet, scat, food, DNA sequencing",2013-01-01,2016-12-31,2016,"The dataset provides information on the main diet of black-browed albatrosses from New island, Steeple Jason Island and Beauchene Island. Food DNA was excratced from albatrosses' scats and sequenced using universal and fish specific priemrs. The datasets shows the diet of albatross across multiple breeding seasons and breeding sites.",-61.3328,-51.7908,-61.2102,-51.6479,WGS84,"1)Australian Antarctic Division, 203 Channel Highway, Kingston, TAS 7050, Australia
2) MARE "" Marine and Environmental Sciences Centre, ISPA"" Instituto Universitario, Rua Jardim do Tabaco 44, Lisboa 1149-041, Portugal
3) Flaklands Conservation, Stanley, Falkland Islands.","1)julie.mcinnes@aad.gov.au
2)paulo.catry@gmail.com
3)co@conservation.org.fc","1) owner, processor, custodian, resource provider, point of contac

2)3) owner, originator (collection of scats)",not planned,Restricted until publication,If data are reused acknowledge Julie McInnes and Paulo Catry for the New Island and Beauchene data or Julie McInnes and FC for The steeple Jason data,csv,unknown,2017-01-06,julie.mcinnes@aad.gov.au,Dataset,unknown,349,1
FK,FC,350,FK-FC-350,Tracking of white chinned petrels in New Island and Kidney Island,eng,"The dataset includes tracks of white-chinned petrels from New Island and Kidney Island. Tracks were derived from 6 geolocators (GLS) retrieved in New island and 9 geolocators retrieved in Kidney Island. Once processing is complete, will be accessible online at http://www.seabirdtracking.org/ by sending a data request to data owners.",biota,"Falkland Islands, New Island, Kidney island, White-chinned petrel, Procellaria aequinoctialis, tracking data, GLS",2014-01-01,2016-12-31,2016,"In summer 2015, geolocators were deployed on white-chinned petrels both at New Island and Kidney island. Six out of eight GLS were retrieved at New Island, and 9 out 12 were retrieved at Kidney. The logger data were processed by Kalinka Rexer-Huber to produce locations (typically two per day) for each bird. TheBritish Antarctic Survey was the grant holder of the project.",-61.3328,-51.7908,-61.2102,-51.6479,WGS84,"1)Falklands Conservation
Jubilee Villa
Ross Road
Stanley
Falkland Islands

2) MARE "" Marine and Environmental Sciences Centre, ISPA"" Instituto Universitario, Rua Jardim do Tabaco 44, Lisboa 1149-041, Portugal

3) British Antarctic Survey (NERC)
High Cross
Madingley Road
Cambridge 
CB3 0ET
UK

4) University of Otago 
Department of Zoology
340 Great King St 
Dunedin, New Zealand","1)cso@conservation.org.fk

2)paulo.catry@gmail.com

3)raphil@bas.ac.uk

4)kalinka.rexerhuber@gmail.com","1) owner, originator, custodian, resource provider, point of contact

2) owner, originator (deployment and collection of GLS in New Island)

3) owner

4) owner, data processor",not planned,Restricted until publication,"If the dataset is used please acknowledge: Falklands Conservation, Dr Paulo Catry, Kalinka Rexer-Huber and Richard Phillips.",shape,unknown,2017-03-14,cso@conservation.org.fk,Dataseries,unknown,350,1
FK,NHM,351,FK-NHM-351,Content of particulates in surface vegetation and in underlying peat,eng,"The dataset comprises the values of particulate matter in surface vegetation in a test area near Stanley, Falkland Islands.  The purpose of the data collection was to compare the mineralogical and chemical composition of particulates in vegetation samples and that of underlying peat deposits.",geoscientific information,"Falkland Islands, soil, vegetation, peat, particulate, mineralogy, geochemistry, Stanley",2016-01-01,2016-12-31,2016,Four sites were chosen in the Mount Longdon area in proximity of Stanley in order to core the samples of peat and to gather the vegetation cover at each site. Each core was separated into individual samples in correspondence of changes in peat characteristics which occurred at various depth. The analyses to extract chemical and mineralogical content of particulates are carried out on each sample belonging to one core.,-57.9615,-51.6784,-57.9472,-51.6733,WGS84,"1) Natural History Museum
Cromwell Rd
Kensington
London 
SW7 5BD
UK

2) SAERI
PO609
Stanley Cottage
Stanley
Falkland Islands","1) baruch.spiro@gmail.com
2) datamanager@saeri.org","1) owner, originator, processor, resource provider, point of contact
2) custodian, user",not planned,Restricted until publication,If data are reuse please cite the publication and acknowledge the South Atlantic Environmental Research Institute,csv,"GPS accuracy is between 5 to 8 metres, particulate analysis accuracy is unknown",2017-01-10,baruch.spiro@gmail.com,Dataset,samples_surface_veg_peat_fk2016,351,1
FK,SAERI,352,FK-SAERI-352,Megafauna key areas in the EEZ of the Falkland Islands,eng,The dataset shows the summed distribution of annual core-use areas of 30 species of seabirds and seals. A core-use index (from 1 - highest value to 0 very little use) quantify the cell grid (10km) and it was derived from scoring species' threatened status and % of world population in the Falkland Islands. Individual species layers are available on request (FK-SAERI-353).,environment,"Falkland Islands, megafauna, seabird, pinniped, megafauna area",2006-01-01,2006-12-31,2016,"The megafauna key areas dataset was obained by integrating all the  individual species layers produced during the species level analyses. The dataset indicates areas that are important to megafauna and provides managers with an overview of how marine megafauna uses the Falklands' waters in order to consider in the context of all other characteristics of the marine environment: environmental, social and cultural. The dataset was develop in the context of the Marine Spatial Planning project funded by the Darwin Initiative Plus.",43666.5,3761564.25,825301,4711974.5,UTM 21S WGS84,"1) SAERI
PO609 
Stanley Cottage
Stanley - Falkland Islands
FIQQ 1ZZ","1) amelie.auge@gmail.com
1) datamanager@saeri.org","1) originator, user, point of contact
2) resource provider, user, custodian",unknown,Open Access,Cite as ,shape,Unknown,2017-02-07,imarengo@env.institute.ac.fk,Dataset,megafauna_key_areas,352,0
FK,SAERI,353,FK-SAERI-353,Megafauna key areas of individual species (seabirds and pinnipeds) in the EEZ of the Falkland Islands,eng,The dataset shows the distribution of annual core-use areas of 30 species of seabirds and pinnipeds on 10 km cell grid. The values range from 0 to 100 and reflect the percentage of animals in the Falkland Islands population using the cell.,environment,"Falkland Islands, megafauna, seabird, pinniped, megafauna area",2006-01-01,2006-12-31,2016,"The dataset was obtained by analysing (density kernel analysis) tracking data for 30 species of seabirds and pinnipeds that live in the Falklands' waters. Seabirds were divided into long-range, short-range flying birds and penguins. The rasters files generated from the kernel analysis were generalised into a grid with cells of 10km side. Values ranging from 0 to 100 were attributed to each cell indicating the ""high-low"" use of the areas represented by the cell.",43666.5,3761564.25,825301,4711974.5,UTM 21S WGS84,"1) SAERI
PO609 
Stanley Cottage
Stanley - Falkland Islands
FIQQ 1ZZ","1) amelie.auge@gmail.com
1) datamanager@saeri.org","1) originator, user, point of contact
2) resource provider, user, custodian",unknown,Open Access,Cite as ,shape,Unknown,2017-02-09,imarengo@env.institute.ac.fk,Dataset,clipped_final_speciesname,353,0
